,observation_count,common_name,scientific_name,species_key,rank,record_count
377,220,,Anthyllis vulneraria vulneraria langei,NBNORG0000013381,Variety,220
378,15,,Antirrhinum,NBNORG0000053137,Genus,6882
379,5462,Snapdragon,Antirrhinum majus,NBNORG0000008286,Species,6851
380,1,,Apera,NBNORG0000053139,Genus,2848
381,820,Dense Silky-bent,Apera interrupta,NBNORG0000007400,Species,828
382,1665,Loose Silky-bent,Apera spica-venti,NBNORG0000007399,Species,2019
383,127,,Aphanes,NBNORG0000053141,Genus,34203
384,12638,Parsley-piert,Aphanes arvensis,NBNORG0000026717,Species,14077
385,12397,,Aphanes arvensis agg.,NBNORG0000053142,Species aggregate,13061
386,6565,Slender Parsley-piert,Aphanes australis,NBNORG0000041113,Species,6916
387,118,Umbellifer,Apiaceae,NBNORG0000027196,Family,1048723
388,24,,Apium,NBNORG0000053143,Genus,63759
389,3423,Wild Celery,Apium graveolens,NBNORG0000008037,Species,3795
390,24,,Apium graveolens var. dulce,NBNORG0000008038,Variety,31
391,2,Celeriac,Apium graveolens var. rapaceum,NBNORG0000008039,Variety,2
392,5285,Lesser Marshwort,Apium inundatum,NBNORG0000053144,Species,5772
393,50720,Fool's-water-cress,Apium nodiflorum,NBNORG0000008040,Species,53927
394,116,,Apium nodiflorum x inundatum = A. x moorei,NBNORG0000090091,Species hybrid,116
395,36,,Apium nodiflorum x repens,NBNORG0000008041,Species hybrid,36
396,36,Creeping Marshwort,Apium repens,NBNORG0000008042,Species,89
397,2,,Apocynaceae,NBNORG0000027197,Family,21909
398,157,Cape-pondweed,Aponogeton distachyos,NBNORG0000053146,Species,194
399,55,Heart-leaf Iceplant,Aptenia cordifolia,NBNORG0000053148,Species,56
400,1,,Aquifoliaceae,NBNORG0000027204,Family,127062
401,310,Columbine,Aquilegia,NBNORG0000053149,Genus,11791
402,12,Pyrenean Columbine,Aquilegia pyrenaica,NBNORG0000007465,Species,13
403,10526,Columbine,Aquilegia vulgaris,NBNORG0000007464,Species,11418
404,1,,Arabidopsis,NBNORG0000053151,Genus,25440
405,23314,Thale Cress,Arabidopsis thaliana,NBNORG0000007576,Species,25439
406,5,,Arabis,NBNORG0000053152,Genus,11368
407,32,Alpine Rock-cress,Arabis alpina,NBNORG0000007557,Species,51
408,19,Sand Rock-cress,Arabis arenosa,NBNORG0000023443,Species,19
409,1026,Garden Arabis,Arabis caucasica,NBNORG0000053153,Species,1044
410,29,Rosy Cress,Arabis collina,NBNORG0000013221,Species,30
411,1,,Arabis fernandi-coburgi,NBNORG0000047604,Species,1
412,1168,Tower Mustard,Arabis glabra,NBNORG0000007560,Species,1392
413,6780,Hairy Rock-cress,Arabis hirsuta,NBNORG0000007558,Species,7360
414,1073,Northern Rock-cress,Arabis petraea,NBNORG0000007555,Species,1146
415,1,,Arabis procurrens,NBNORG0000047605,Species,1
416,85,Bristol Rock-cress,Arabis scabra,NBNORG0000007559,Species,227
417,93,Tower Cress,Arabis turrita,NBNORG0000007556,Species,93
418,2,,Araceae,NBNORG0000027205,Family,185314
419,15,Peanut,Arachis hypogaea,NBNORG0000013382,Species,22
420,8,Chinese Angelica-tree,Aralia chinensis,NBNORG0000023372,Species,8
421,30,Japanese Angelica-tree,Aralia elata,NBNORG0000053157,Species,33
422,5,American-spikenard,Aralia racemosa,NBNORG0000023493,Species,5
423,290,Strawberry-tree,Arbutus unedo,NBNORG0000008184,Species,328
424,3,Hybrid Strawberry-tree,Arbutus unedo x andrachne = A. x andrachnoides,NBNORG0000089942,Species hybrid,14
425,8447,,Arctium,NBNORG0000053161,Genus,105530
426,12174,Greater Burdock,Arctium lappa,NBNORG0000008588,Species,13638
427,75,,Arctium lappa x minus = A. x nothum,NBNORG0000028227,Species hybrid,79
428,67511,,Arctium minus,NBNORG0000008589,Species,75759
429,1402,,Arctium minus/nemorosum,NBNORG0000053162,Species aggregate,1456
430,5491,,Arctium nemorosum,NBNORG0000026722,Species,5811
431,31,Woolly Burdock,Arctium tomentosum,NBNORG0000053163,Species,39
432,10,,"Arctium vulgare auct., non (Hill) Druce",NBNORG0000107909,Species pro parte,10
433,1,,Arctostaphylos,NBNORG0000053164,Genus,4710
434,853,Alpine Bearberry,Arctostaphylos alpinus,NBNORG0000053165,Species,886
435,3793,Bearberry,Arctostaphylos uva-ursi,NBNORG0000053166,Species,3823
436,33,Plain Treasureflower,Arctotheca calendula,NBNORG0000013431,Species,33
437,1,White Arctotis,Arctotis stoechadifolia,NBNORG0000045982,Species,1
438,1,,Arecaceae,NBNORG0000027216,Family,80
439,101,Bastard Agrimony,Aremonia agrimonioides,NBNORG0000007888,Species,105
440,612,Sandwort,Arenaria,NBNORG0000049666,Genus,33354
441,529,Mossy Sandwort,Arenaria balearica,NBNORG0000007669,Species,542
442,6,Fringed Sandwort,Arenaria ciliata,NBNORG0000007668,Species,7
443,6,Mountain Sandwort [Arenaria montana],Arenaria montana,NBNORG0000007670,Species,6
444,69,,Arenaria norvegica,NBNORG0000023496,Species,425
445,104,,Arenaria norvegica subsp. anglica,NBNORG0000053170,Subspecies,104
446,230,,Arenaria norvegica subsp. norvegica,NBNORG0000053171,Subspecies,230
447,15060,Thyme-leaved Sandwort,Arenaria serpyllifolia,NBNORG0000008689,Species,29352
448,2246,,Arenaria serpyllifolia sens.lat.,NBNORG0000007667,Species aggregate,2409
449,5990,,Arenaria serpyllifolia subsp. leptoclados,NBNORG0000053172,Subspecies,6484
450,6623,Thyme-leaved Sandwort,Arenaria serpyllifolia subsp. serpyllifolia,NBNORG0000053173,Subspecies,7038
451,42,Mexican Poppy,Argemone mexicana,NBNORG0000013414,Species,45
452,1,,Argyranthemum,NBNORG0000053175,Genus,1
453,17,Mousetailplant,Arisarum proboscideum,NBNORG0000013254,Species,21
454,9,Blue Corn-lily,Aristea ecklonii,NBNORG0000013495,Species,9
455,360,Birthwort,Aristolochia clematitis,NBNORG0000008077,Species,378
456,4,Breckland Birthwort,Aristolochia hirta,NBNORG0000053183,Species,4
457,4,Smearwort,Aristolochia rotunda,NBNORG0000008078,Species,5
458,201,Thrift,Armeria,NBNORG0000053184,Genus,14471
459,4,Jersey Thrift,Armeria arenaria,NBNORG0000053185,Species,4
460,13004,Thrift,Armeria maritima,NBNORG0000053186,Species,14256
461,39,Tall Thrift,Armeria maritima subsp. elongata,NBNORG0000008669,Subspecies,39
462,636,Thrift,Armeria maritima subsp. maritima,NBNORG0000053187,Subspecies,649
463,3,Estoril Thrift,Armeria pseudoarmeria,NBNORG0000045987,Species,4
464,21217,Horse-radish,Armoracia rusticana,NBNORG0000053189,Species,25632
465,215,Lamb's Succory,Arnoseris minima,NBNORG0000053195,Species,260
466,8,Red Chokeberry,Aronia arbutifolia,NBNORG0000013226,Species,9
467,4,Black Chokeberry,Aronia melanocarpa,NBNORG0000053197,Species,4
468,48,,Arrhenatherum,NBNORG0000053198,Genus,143626
469,124380,False Oat-grass,Arrhenatherum elatius,NBNORG0000053200,Species,143563
470,88,,Artemisia,NBNORG0000053201,Genus,76471
471,49,Southernwood,Artemisia abrotanum,NBNORG0000013427,Species,50
472,7283,Wormwood,Artemisia absinthium,NBNORG0000008584,Species,7820
473,12,,Artemisia afra,NBNORG0000023340,Species,13
474,26,Annual Mugwort,Artemisia annua,NBNORG0000023268,Species,29
475,87,Slender Mugwort,Artemisia biennis,NBNORG0000008582,Species,102
476,622,Field Wormwood,Artemisia campestris,NBNORG0000008585,Species,642
477,12,,Artemisia campestris subsp. maritima,NBNORG0000097186,Subspecies,12
478,34,Tarragon,Artemisia dracunculus,NBNORG0000023321,Species,37
479,1,,Artemisia longifolia,NBNORG0000045989,Species,1
480,6,Western Mugwort,Artemisia ludoviciana,NBNORG0000045990,Species,6
481,1,,Artemisia macrantha,NBNORG0000045991,Species,1
482,28,Norwegian Mugwort,Artemisia norvegica,NBNORG0000053204,Species,29
483,1,Roman Wormwood,Artemisia pontica,NBNORG0000023587,Species,3
484,3,,Artemisia scoparia,NBNORG0000053205,Species,3
485,64,Hoary Mugwort,Artemisia stelleriana,NBNORG0000008583,Species,66
486,321,Chinese Mugwort,Artemisia verlotiorum,NBNORG0000008581,Species,762
487,56373,,Artemisia vulgaris,NBNORG0000008580,Species,66729
488,38,,Artemisia vulgaris x verlotiorum = A. x wurzellii,NBNORG0000107911,Species hybrid,65
489,59,Arum,Arum,NBNORG0000053208,Genus,85546
490,724,Italian Lords-and-Ladies,Arum italicum,NBNORG0000053209,Species,3379
491,1128,,Arum italicum subsp. italicum,NBNORG0000053211,Subspecies,1372
492,1,,Arum italicum subsp. italicum x subsp. neglectum,NBNORG0000091189,Subspecies hybrid,1
493,674,,Arum italicum subsp. neglectum,NBNORG0000053212,Subspecies,1117
494,74059,Lords-and-Ladies,Arum maculatum,NBNORG0000007254,Species,82043
495,50,Hybrid Cuckoo Pint,Arum maculatum x italicum,NBNORG0000107912,Species hybrid,59
496,1,,Aruncus,NBNORG0000053213,Genus,191
497,183,Buck's-beard,Aruncus dioicus,NBNORG0000053214,Species,190
498,85,Trailing Snapdragon,Asarina procumbens,NBNORG0000053217,Species,93
499,327,Asarabacca,Asarum europaeum,NBNORG0000008076,Species,331
500,5,,Asparagus,NBNORG0000053219,Genus,5769
501,3639,,Asparagus officinalis,NBNORG0000007157,Species,5058
502,629,,Asparagus prostratus,NBNORG0000053220,Species,703
503,145,Madwort,Asperugo procumbens,NBNORG0000008237,Species,146
504,3,,Asperula,NBNORG0000053222,Genus,6963
505,172,Blue Woodruff,Asperula arvensis,NBNORG0000008690,Species,173
506,3886,,Asperula cynanchica,NBNORG0000013460,Species,6702
507,2020,,Asperula cynanchica subsp. cynanchica,NBNORG0000008456,Subspecies,2281
508,5,,Asperula cynanchica subsp. occidentalis,NBNORG0000023581,Subspecies,7
509,10,Annual Woodruff,Asperula orientalis,NBNORG0000008928,Species,10
510,72,Pink Woodruff,Asperula taurina,NBNORG0000008455,Species,73
511,1,Yellow Asphodel,Asphodeline lutea,NBNORG0000053224,Species,1
512,1,White Asphodel,Asphodelus albus,NBNORG0000053226,Species,1
513,12,Hollow-stemmed Asphodel,Asphodelus fistulosus,NBNORG0000045997,Species,12
514,1,Cast-iron-plant,Aspidistra elatior,NBNORG0000045999,Species,1
515,1977,,Aster,NBNORG0000053233,Genus,27564
516,1892,,Aster (alien N American taxa),NBNORG0000108092,Species group,1894
517,461,,Aster agg.,NBNORG0000057230,Species aggregate,679
518,29,European Michaelmas-daisy,Aster amellus,NBNORG0000013263,Species,32
519,10,Narrow-leaved Smooth Aster,Aster concinnus,NBNORG0000013188,Species,10
520,1,Bushy Aster,Aster dumosus,NBNORG0000023577,Species,1
521,36,Glaucous Michaelmas-daisy,Aster laevis,NBNORG0000008554,Species,39
522,529,Late Michaelmas-daisy,Aster laevis x novi-belgii = A. x versicolor,NBNORG0000028231,Species hybrid,622
523,588,Narrow-leaved Michaelmas-daisy,Aster lanceolatus,NBNORG0000008555,Species,623
524,201,Goldilocks Aster,Aster linosyris,NBNORG0000008556,Species,213
525,162,Hairy Michaelmas-daisy,Aster novae-angliae,NBNORG0000008549,Species,180
526,3240,Confused Michaelmas-daisy,Aster novi-belgii,NBNORG0000008551,Species,4512
527,455,,Aster novi-belgii agg.,NBNORG0000053235,Species aggregate,457
528,350,,Aster novi-belgii subsp. laevigatus,NBNORG0000008552,Subspecies,350
529,19,,Aster novi-belgii subsp. novi-belgii,NBNORG0000008553,Subspecies,19
530,1899,Common Michaelmas-daisy,Aster novi-belgii x lanceolatus = A. x salignus,NBNORG0000090101,Species hybrid,2817
531,12,Red-stalk Aster,Aster puniceus,NBNORG0000008550,Species,12
532,3,Nettle-leaved Michaelmas-daisy,Aster schreberi,NBNORG0000008548,Species,3
533,6,Stonecrop Aster,Aster sedifolius,NBNORG0000013213,Species,6
534,1,Showy Aster,Aster spectabilis,NBNORG0000046006,Species,1
535,9894,Sea Aster,Aster tripolium,NBNORG0000008547,Species,11495
536,348,,Aster tripolium var. discoideus,NBNORG0000100098,Variety,365
537,93,,Aster tripolium var. tripolium,NBNORG0000041159,Variety,104
538,190,,Asteraceae,NBNORG0000027229,Family,3289420
539,11,,Astilbe,NBNORG0000053241,Genus,134
540,49,False-buck's-beard,Astilbe japonica,NBNORG0000053242,Species,50
541,58,Red False-buck's-beard,Astilbe japonica x chinensis x rosea = A. x arendsii,NBNORG0000090002,Species hybrid,59
542,10,Tall False-buck's-beard [Astilbe rivularis],Astilbe rivularis,NBNORG0000053243,Species,10
543,2,,Astilbe thunbergii,NBNORG0000060387,Species,2
544,29,,Astragalus,NBNORG0000053244,Genus,5041
545,76,Alpine Milk-vetch,Astragalus alpinus,NBNORG0000007816,Species,98
546,3,Milk-Vetch,Astragalus boeticus,NBNORG0000007818,Species,3
547,13,Chick-pea Milk-vetch,Astragalus cicer,NBNORG0000013442,Species,13
548,2291,Purple Milk-vetch,Astragalus danicus,NBNORG0000007815,Species,2437
549,2284,Wild Liquorice,Astragalus glycyphyllos,NBNORG0000007817,Species,2433
550,4,,Astragalus hamosus,NBNORG0000046011,Species,4
551,24,Lesser Milk-vetch,Astragalus odoratus,NBNORG0000007819,Species,24
552,2,,Astrantia,NBNORG0000053247,Genus,417
553,402,Astrantia,Astrantia major,NBNORG0000008013,Species,408
554,4,,Astrantia maxima,NBNORG0000053248,Species,4
555,541,,Atriplex,NBNORG0000053255,Genus,87365
556,3317,Babington's Orache,Atriplex glabriuscula,NBNORG0000007703,Species,3508
557,95,,Atriplex glabriuscula x longipes = A. x taschereaui,NBNORG0000090365,Species hybrid,99
558,19,,Atriplex glabriuscula x praecox,NBNORG0000013487,Species hybrid,19
559,3,,Atriplex glauca,NBNORG0000046024,Species,3
560,118,Shrubby Orache,Atriplex halimus,NBNORG0000007706,Species,124
561,460,Garden Orache,Atriplex hortensis,NBNORG0000007705,Species,490
562,2072,Frosted Orache,Atriplex laciniata,NBNORG0000007704,Species,2382
563,4645,Grass-leaved Orache,Atriplex littoralis,NBNORG0000007700,Species,5555
564,19,,Atriplex littoralis x patula,NBNORG0000023325,Species hybrid,19
565,196,Long-stalked Orache,Atriplex longipes,NBNORG0000007707,Species,202
566,1,Annual Saltbush,Atriplex muelleri,NBNORG0000023519,Species,1
567,33267,Common Orache,Atriplex patula,NBNORG0000007701,Species,37226
568,147,Pedunculate Sea-purslane,Atriplex pedunculata,NBNORG0000007709,Species,150
569,5428,Sea-purslane,Atriplex portulacoides,NBNORG0000007708,Species,6379
570,158,Early Orache,Atriplex praecox,NBNORG0000053291,Species,165
571,23859,Spear-leaved Orache,Atriplex prostrata,NBNORG0000007702,Species,29140
572,859,,Atriplex prostrata agg.,NBNORG0000025187,Species aggregate,929
573,37,,Atriplex prostrata x glabriuscula,NBNORG0000107913,Species hybrid,38
574,35,,Atriplex prostrata x littoralis = A. x hulmeana,NBNORG0000090107,Species hybrid,36
575,246,,Atriplex prostrata x longipes = A. x gustafssoniana,NBNORG0000090111,Species hybrid,269
576,2,Purple Orache,Atriplex sagittata,NBNORG0000013391,Species,5
577,2,Pop Saltbush,Atriplex spongiosa,NBNORG0000046032,Species,2
578,4,Australian Orache,Atriplex suberecta,NBNORG0000013390,Species,4
579,4,,Atriplex tatarica,NBNORG0000046034,Species,4
580,1,,Atropa,NBNORG0000053292,Genus,3453
581,2915,Deadly Nightshade,Atropa belladonna,NBNORG0000008265,Species,3452
582,1,,Aubrieta,NBNORG0000053293,Genus,2195
583,2066,Aubretia,Aubrieta deltoidea,NBNORG0000007580,Species,2192
584,2,,Aucuba,NBNORG0000053294,Genus,1372
585,791,Spotted-laurel,Aucuba japonica,NBNORG0000023518,Species,1366
586,75,,Avena,NBNORG0000053296,Genus,29384
587,9,Slender Oat,Avena barbata,NBNORG0000008737,Species,10
588,4,Algerian Oat,Avena byzantina,NBNORG0000013233,Species,5
589,20476,Wild-oat,Avena fatua,NBNORG0000007382,Species,23278
590,29,,Avena fatua x sativa = A. x hybrida,NBNORG0000023600,Species hybrid,42
591,3096,Oat,Avena sativa,NBNORG0000007383,Species,3677
592,344,Winter Wild-oat,Avena sterilis,NBNORG0000013157,Species,1581
593,1084,Winter Wild-oat,Avena sterilis subsp. ludoviciana,NBNORG0000053299,Subspecies,1218
594,4,Animated Oat,Avena sterilis subsp. sterilis,NBNORG0000008691,Subspecies,4
595,706,Bristle Oat,Avena strigosa,NBNORG0000053300,Species,708
596,15,Russian Pigweed,Axyris amaranthoides,NBNORG0000013423,Species,15
597,4,,Babiana ringens,NBNORG0000105175,Species,4
598,1,,Baccharis,NBNORG0000053304,Genus,5
599,4,Tree Groundsel,Baccharis halimifolia,NBNORG0000026732,Species,4
600,4,,Baldellia,NBNORG0000053306,Genus,4353
601,3893,Lesser Water-plantain,Baldellia ranunculoides,NBNORG0000007113,Species,4349
602,4,,Baldellia ranunculoides subsp. ranunculoides,NBNORG0000104169,Subspecies,4
603,1,,Ballota,NBNORG0000053307,Genus,33043
604,3,False Dittany,Ballota acetabulosa,NBNORG0000047599,Species,3
605,24534,Black Horehound,Ballota nigra,NBNORG0000008405,Species,33036
606,468,,Ballota nigra subsp. meridionalis,NBNORG0000053308,Subspecies,516
607,2,,Ballota nigra subsp. nigra,NBNORG0000053309,Subspecies,2
608,1,,Ballota pseudodictamnus,NBNORG0000046043,Species,3
609,19,,Bambusa,NBNORG0000057231,Genus,37
610,69,,Barbarea,NBNORG0000053311,Genus,36410
611,2812,Medium-flowered Winter-cress,Barbarea intermedia,NBNORG0000107914,Species,2934
612,388,Small-flowered Winter-cress,Barbarea stricta,NBNORG0000007554,Species,397
613,1508,American Winter-cress,Barbarea verna,NBNORG0000053312,Species,2190
614,27512,Winter-cress,Barbarea vulgaris,NBNORG0000053313,Species,30810
615,4,,Bartsia,NBNORG0000053314,Genus,402
616,386,Alpine Bartsia,Bartsia alpina,NBNORG0000008356,Species,398
617,228,Summer-cypress,Bassia scoparia,NBNORG0000107915,Species,244
618,1,European Slough-grass,Beckmannia eruciformis,NBNORG0000023261,Species,1
619,15,American Slough-grass,Beckmannia syzigachne,NBNORG0000053317,Species,15
620,3,,Begonia,NBNORG0000053318,Genus,16
621,22,,Bellis,NBNORG0000053323,Genus,126949
622,114160,Daisy,Bellis perennis,NBNORG0000008562,Species,126925
623,2,,Berberidaceae,NBNORG0000027249,Family,14629
624,135,,Berberis,NBNORG0000053325,Genus,6608
625,46,Clustered Barberry,Berberis aggregata,NBNORG0000053326,Species,50
626,21,Box-leaved Barberry,Berberis buxifolia,NBNORG0000053327,Species,21
627,698,Darwin's Barberry,Berberis darwinii,NBNORG0000013418,Species,744
628,272,,Berberis darwinii x empetrifolia = B. x stenophylla,NBNORG0000090339,Species hybrid,288
629,68,Gagnepain's Barberry,Berberis gagnepainii,NBNORG0000053328,Species,73
630,2,,Berberis gagnepainii x candidula = B. x hybrido-gagnepainii,NBNORG0000089991,Species hybrid,2
631,136,Great Barberry,Berberis glaucocarpa,NBNORG0000007471,Species,141
632,1,,Berberis jamesiana,NBNORG0000047601,Species,1
633,98,Chinese Barberry,Berberis julianae,NBNORG0000053330,Species,105
634,3,,Berberis linearifolia,NBNORG0000047527,Species,3
635,264,Thunberg's Barberry,Berberis thunbergii,NBNORG0000008768,Species,301
636,3,,Berberis verruculosa,NBNORG0000053332,Species,5
637,3923,Barberry,Berberis vulgaris,NBNORG0000007470,Species,4131
638,1,,Berberis vulgaris x thunbergii = B. x ottawensis,NBNORG0000090192,Species hybrid,1
639,86,Mrs Wilson's Barberry,Berberis wilsoniae,NBNORG0000053333,Species,100
640,11,,Bergenia,NBNORG0000053334,Genus,377
641,2,Hairy Bergenia,Bergenia ciliata,NBNORG0000046051,Species,2
642,92,Heart-leaved Bergenia,Bergenia cordifolia,NBNORG0000023282,Species,104
643,178,Elephant-ears,Bergenia crassifolia,NBNORG0000013170,Species,222
644,23,,Bergenia crassifolia x ciliata = B. x schmidtii,NBNORG0000090003,Species hybrid,24
645,1,,Berkheya,NBNORG0000053336,Genus,2
646,1,Lobed African Thistle,Berkheya pinnatifida,NBNORG0000046053,Species,1
647,279,Hoary Alison,Berteroa incana,NBNORG0000007540,Species,313
648,3,,Berula,NBNORG0000053338,Genus,14578
649,13919,Lesser Water-parsnip,Berula erecta,NBNORG0000053339,Species,14575
650,3,,Beta,NBNORG0000053340,Genus,10783
651,55,Caucasian Beet,Beta trigyna,NBNORG0000023514,Species,57
652,2116,Beet,Beta vulgaris,NBNORG0000007698,Species,10722
653,149,,Beta vulgaris subsp. cicla,NBNORG0000023479,Subspecies,201
654,2,Swiss Chard,Beta vulgaris subsp. cicla var. flavescens,NBNORG0000023578,Variety,9
655,6277,,Beta vulgaris subsp. maritima,NBNORG0000007699,Subspecies,7554
656,622,,Beta vulgaris subsp. vulgaris,NBNORG0000053341,Subspecies,728
657,12911,,Betula,NBNORG0000053342,Genus,150832
658,2,,Betula alba pro parte,NBNORG0000107916,Species pro parte,2
659,3,White Birch,Betula albosinensis,NBNORG0000047545,Species,4
660,18,Jacquemont's Birch,Betula jacquemontii,NBNORG0000023304,Species,104
661,1,,Betula lenta,NBNORG0000047606,Species,1
662,1,,Betula maximowicziana,NBNORG0000047577,Species,1
663,1160,Dwarf Birch,Betula nana,NBNORG0000008141,Species,1295
664,7,Black Birch,Betula nigra,NBNORG0000025025,Species,43
665,24,Paper Birch,Betula papyrifera,NBNORG0000023306,Species,87
666,2,,Betula papyrifera x pendula,NBNORG0000047578,Species hybrid,2
667,72264,Silver Birch,Betula pendula,NBNORG0000008138,Species,84280
668,1,Swedish Birch,Betula pendula 'Laciniata',NBNORG0000025114,Species hybrid,3
669,901,Hybrid Birch,Betula pendula x pubescens = B. x aurata,NBNORG0000028232,Species hybrid,969
670,42604,,Betula pubescens,NBNORG0000008139,Species,49091
